"id","station","temperature","QFE","QNH","dewpoint","ceiling","humidity","createTime"
"4066309","EDNG","-1.61","962.65","1023.63","-1.61","1793.54","99.99","2022-01-15 22:44:54"
"4066310","EDNG","-1.61","962.85","1023.84","-1.61","1793.54","99.99","2022-01-15 22:45:55"
"4066311","EDNG","-1.61","962.73","1023.71","-1.61","1793.54","99.99","2022-01-15 22:46:56"
"4066312","EDNG","-1.62","962.70","1023.68","-1.62","1793.54","99.99","2022-01-15 22:47:58"
"4066313","EDNG","-1.62","962.69","1023.67","-1.62","1793.54","99.99","2022-01-15 22:48:59"
"4066314","EDNG","-1.62","962.71","1023.69","-1.62","1793.54","99.99","2022-01-15 22:50:00"
"4066315","EDNG","-1.63","962.70","1023.68","-1.63","1793.54","99.99","2022-01-15 22:51:02"
"4066316","EDNG","-1.63","962.84","1023.83","-1.63","1793.54","99.99","2022-01-15 22:52:03"
"4066317","EDNG","-1.63","962.86","1023.85","-1.63","1793.54","99.99","2022-01-15 22:53:04"
"4066318","EDNG","-1.64","962.79","1023.77","-1.64","1793.54","99.99","2022-01-15 22:54:06"
"4066319","EDNG","-1.65","962.84","1023.83","-1.65","1793.54","99.99","2022-01-15 22:55:07"
"4066320","EDNG","-1.66","962.75","1023.73","-1.66","1793.54","99.99","2022-01-15 22:56:09"
"4066321","EDNG","-1.66","962.74","1023.72","-1.66","1793.54","99.99","2022-01-15 22:57:10"
"4066322","EDNG","-1.67","962.87","1023.86","-1.67","1793.54","99.99","2022-01-15 22:58:11"
"4066323","EDNG","-1.68","962.76","1023.74","-1.68","1793.54","99.99","2022-01-15 22:59:12"
"4066324","EDNG","-1.69","962.80","1023.78","-1.69","1793.54","99.99","2022-01-15 23:00:13"
"4066325","EDNG","-1.70","962.72","1023.70","-1.70","1793.54","99.99","2022-01-15 23:01:15"
"4066326","EDNG","-1.71","962.71","1023.69","-1.71","1793.54","99.99","2022-01-15 23:02:17"
"4066327","EDNG","-1.72","962.71","1023.69","-1.72","1793.54","99.99","2022-01-15 23:03:18"
"4066328","EDNG","-1.73","962.75","1023.73","-1.73","1793.54","99.99","2022-01-15 23:04:20"
"4066329","EDNG","-1.74","962.69","1023.67","-1.74","1793.54","99.99","2022-01-15 23:05:21"
"4066330","EDNG","-1.76","962.62","1023.59","-1.76","1793.54","99.99","2022-01-15 23:06:22"
"4066331","EDNG","-1.78","962.62","1023.59","-1.78","1793.54","99.99","2022-01-15 23:07:23"
"4066332","EDNG","-1.79","962.61","1023.58","-1.79","1793.54","99.99","2022-01-15 23:08:24"
"4066333","EDNG","-1.80","962.70","1023.68","-1.80","1793.54","99.99","2022-01-15 23:09:26"
"4066334","EDNG","-1.81","962.72","1023.70","-1.81","1793.54","99.99","2022-01-15 23:10:27"
"4066335","EDNG","-1.82","962.72","1023.70","-1.82","1793.54","99.99","2022-01-15 23:11:29"
"4066336","EDNG","-1.82","962.71","1023.69","-1.82","1793.54","99.99","2022-01-15 23:12:30"
"4066337","EDNG","-1.83","962.67","1023.65","-1.83","1793.54","99.99","2022-01-15 23:13:31"
"4066338","EDNG","-1.83","962.71","1023.69","-1.83","1793.54","99.99","2022-01-15 23:14:33"
"4066339","EDNG","-1.84","962.72","1023.70","-1.84","1793.54","99.99","2022-01-15 23:15:34"
"4066340","EDNG","-1.84","962.69","1023.67","-1.84","1793.54","99.99","2022-01-15 23:16:35"
"4066341","EDNG","-1.85","962.69","1023.67","-1.85","1793.54","99.99","2022-01-15 23:17:37"
"4066342","EDNG","-1.85","962.57","1023.54","-1.85","1793.54","99.99","2022-01-15 23:18:38"
"4066343","EDNG","-1.84","962.57","1023.54","-1.84","1793.54","99.99","2022-01-15 23:19:39"
"4066344","EDNG","-1.84","962.61","1023.58","-1.84","1793.54","99.99","2022-01-15 23:20:40"
"4066345","EDNG","-1.84","962.66","1023.64","-1.84","1793.54","99.99","2022-01-15 23:21:42"
"4066346","EDNG","-1.84","962.62","1023.59","-1.84","1793.54","99.99","2022-01-15 23:22:43"
"4066347","EDNG","-1.84","962.62","1023.59","-1.84","1793.54","99.99","2022-01-15 23:23:45"
"4066348","EDNG","-1.83","962.56","1023.53","-1.83","1793.54","99.99","2022-01-15 23:24:46"
"4066349","EDNG","-1.83","962.56","1023.53","-1.83","1793.54","99.99","2022-01-15 23:25:47"
"4066350","EDNG","-1.83","962.60","1023.57","-1.83","1793.54","99.99","2022-01-15 23:26:48"
"4066351","EDNG","-1.83","962.68","1023.66","-1.83","1793.54","99.99","2022-01-15 23:27:50"
"4066352","EDNG","-1.83","962.68","1023.66","-1.83","1793.54","99.99","2022-01-15 23:28:51"
"4066353","EDNG","-1.83","962.67","1023.65","-1.83","1793.54","99.99","2022-01-15 23:29:52"
"4066354","EDNG","-1.83","962.66","1023.64","-1.83","1793.54","99.99","2022-01-15 23:30:53"
"4066355","EDNG","-1.82","962.65","1023.63","-1.82","1793.54","99.99","2022-01-15 23:31:55"
"4066356","EDNG","-1.81","962.70","1023.68","-1.81","1793.54","99.99","2022-01-15 23:32:56"
"4066357","EDNG","-1.81","962.70","1023.68","-1.81","1793.54","99.99","2022-01-15 23:33:57"
"4066358","EDNG","-1.80","962.70","1023.68","-1.80","1793.54","99.99","2022-01-15 23:34:58"
"4066359","EDNG","-1.80","962.70","1023.68","-1.80","1793.54","99.99","2022-01-15 23:36:00"
"4066360","EDNG","-1.80","962.74","1023.72","-1.80","1793.54","99.99","2022-01-15 23:37:01"
"4066361","EDNG","-1.80","962.73","1023.71","-1.80","1793.54","99.99","2022-01-15 23:38:02"
"4066362","EDNG","-1.80","962.76","1023.74","-1.80","1793.54","99.99","2022-01-15 23:39:03"
"4066363","EDNG","-1.80","962.75","1023.73","-1.80","1793.54","99.99","2022-01-15 23:40:05"
"4066364","EDNG","-1.80","962.74","1023.72","-1.80","1793.54","99.99","2022-01-15 23:41:06"
"4066365","EDNG","-1.80","962.74","1023.72","-1.80","1793.54","99.99","2022-01-15 23:42:07"
"4066366","EDNG","-1.80","962.73","1023.71","-1.80","1793.54","99.99","2022-01-15 23:43:08"
"4066367","EDNG","-1.79","962.76","1023.74","-1.79","1793.54","99.99","2022-01-15 23:44:10"
"4066368","EDNG","-1.79","962.78","1023.76","-1.79","1793.54","99.99","2022-01-15 23:45:11"
"4066369","EDNG","-1.78","962.76","1023.74","-1.78","1793.54","99.99","2022-01-15 23:46:13"
"4066370","EDNG","-1.78","962.79","1023.77","-1.78","1793.54","99.99","2022-01-15 23:47:14"
"4066371","EDNG","-1.77","962.79","1023.77","-1.77","1793.54","99.99","2022-01-15 23:48:15"
"4066372","EDNG","-1.76","962.76","1023.74","-1.76","1793.54","99.99","2022-01-15 23:49:16"
"4066373","EDNG","-1.76","962.75","1023.73","-1.76","1793.54","99.99","2022-01-15 23:50:18"
"4066374","EDNG","-1.75","962.70","1023.68","-1.75","1793.54","99.99","2022-01-15 23:51:19"
"4066375","EDNG","-1.75","962.67","1023.65","-1.75","1793.54","99.99","2022-01-15 23:52:21"
"4066376","EDNG","-1.74","962.68","1023.66","-1.74","1793.54","99.99","2022-01-15 23:53:22"
"4066377","EDNG","-1.73","962.74","1023.72","-1.73","1793.54","99.99","2022-01-15 23:54:23"
"4066378","EDNG","-1.73","962.65","1023.63","-1.73","1793.54","99.99","2022-01-15 23:55:25"
"4066379","EDNG","-1.72","962.64","1023.62","-1.72","1793.54","99.99","2022-01-15 23:56:26"
"4066380","EDNG","-1.72","962.55","1023.52","-1.72","1793.54","99.99","2022-01-15 23:57:27"
"4066381","EDNG","-1.71","962.57","1023.54","-1.71","1793.54","99.99","2022-01-15 23:58:28"
"4066382","EDNG","-1.70","962.52","1023.49","-1.70","1793.54","99.99","2022-01-15 23:59:29"
